item	item_desc	qty	lot_no	location	received_date	exp_date
103290901	CT 1709-AB BF	18000	M171215-05-6	blank	2017-12-18	2018-06-18
103290901	CT 1709-AB BF	18000	M171215-04-6	blank	2017-12-18	2018-06-18
103290901	CT 1709-AB BF	18000	M171215-03-6	blank	2017-12-18	2018-06-18
103290901	CT 1709-AB BF	18000	M171215-02-6	blank	2017-12-18	2018-06-18
103290901	CT 1709-AB BF	18000	M171215-01-6	blank	2017-12-18	2018-06-18
103290901	CT 1709-AB BF	11000	M171215-06-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	130000	H171212-02-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	130000	H171212-01-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	130000	H171212-04-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	50000	H171212-03-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	70000	H171212-06-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	130000	H171212-05-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	130000	H171213-02-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	130000	H171213-01-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	130000	H171213-04-6	blank	2017-12-18	2018-06-18
105014502	CT 4767-2	50000	H171213-03-6	blank	2017-12-18	2018-06-18
102434701	CT 2492-2A (AUP-BF)NO.3 YEC	29600	E171211-02-3-A	blank	2017-12-18	2018-06-18
102434701	CT 2492-2A (AUP-BF)NO.3 YEC	33000	E171211-01-3-A	blank	2017-12-18	2018-06-18
102434801	CT 2492-2B AUP-BF NO.3 (YEC)	35000	E171205-01-B-3	blank	2017-12-18	2018-06-18
102434801	CT 2492-2B AUP-BF NO.3 (YEC)	-384	E171205-02-B-3	blank	2017-12-18	2018-06-18
102434801	CT 2492-2B AUP-BF NO.3 (YEC)	-400	E171205-03-B-3	blank	2017-12-18	2018-06-18
